,Tweet,Label
5529,yahoodis on top and no muslim country in 10 top.  yahoodi sazish sy darny walo ko apni jahalat sy drna chaheyey 😷,1
5530,gandu endian hindu terrorist state want another 27th february alike humiliation in the hands of pakistan when pakistan airforce shot down two endian fighter plane and captured coward hijra endian terrorist pilot,0
5531,     ye bhi acha hai... chall mai so raha... see you at 2200,1
5532,main bnaunga paltu randi bnegi,0
5533,haath se moongphalli toot ni ri g**d se akhrot thodne chle hain 😂😂😂,0
5534,"patwari, pipliye, youthiye, fuck-parast sab ek dusre ko fauj k aagay lait jaane k taane de rahe hain..  bc sab k sab phattu ho, maan lo, aur dafa ho jao tl se",0
5535,  khan sb k jany k bad pata chaly ga in par kitny lagy hay... bara tara bemar dado jasa mo hay...,0
5536,   han bhae mjy dar lag raha hai eski dant se,1
5537, or uss ke yadin😍,1
5538,bc sala 👨🏿💀🖐🏿🖐🏿,0
5539,lanat tery shakal per  roomie beghairt ye wakil mafias  ka kia dhra ha bond kia khan apny nam se ly raha tha .security  lena bori baat kahan se hoi,0
5540, meri wja sy tang ho na ma tang krrta ho 😔😔,1
5541,tu bhenchod sale tere khandan bhenchod,0
5542,  ye sb bikkau mal hai...media pe muft k hero...do takkay ki khud ki okaat nahi hai inki...camera na ho in pe tau ye kaheen kisi clothing brand pe chaddian bechty milain,0
5543,muslim countries ki leaderships na mard napunsak or hijra hain.. in mein koi dum nahi.. ye kuch nahi kr sakty.. jinnah ki rooh tarapti hogi.. jinnah ne kashmir par attack ka order diya tha..,0
5544,"when kunal kamra said ""muh se moongfali toot nahi rahi hai, gaand se akhrot todega kya?"" i felt that",1
5545, khi ni ar friend k accident ho gya tha kl aaj multan gya hua tha nishter hospital dosto k sath us sy milny is liye busy tha,1
5546, ab jis ny socha hoga bn ny ka wo yh parh k plan hi cancel kr dy ga😂,1
5547,nahi yaar :( chod do rone do akele abhi,1
5548, bhai rw wale troll kar denge rahne de politics😂😂,1
5549,mc ko paidaish hi aisi nikalti.  bc log khade ho ke dekh rahe. unki maut bhi aisi hi ayegi. na mard khade hai sare.,0
5550,rt : me and randi be missing tf outta our niggas we really some simps 😭😒,1
5551,   pata chalega aista aista 😂😂😂,1
5552,bhenchod.....kutta pakistan ......kutti saali kom.......,0
5553,"abe tu chaat rha h or abhi fir chaatega, tu hi bhaunk rha h tb se mandir nhi toda, kahan likha h nhi toda gya? confirm nhi hai ispr kuch bhi yhi to bol rha hu tb se, khud ko malik tk to sabit nhi kr paaye, party tk nhi ho uski.",0
5554,hindu bhenchod hi ki gaand ma hi keerra hota hay tum hindu ho hi harami tumhara kabhi 1 baap nhi hota,0
5555,🤮 hijra 👹 mfucker 👎 💀🔥💀👎,0
5556, ap books parhein kia rasool ki beti ko naraz krna rasool ki gustakhi nhi. jo unky jigar ka tukra thi tafarqy ki einak hata k sochein,1
5557,blkul kr skty hain.. ki b hain bolty hain hum wahan b. mgr jahan un k against agenda apply ho rha ho to kia hamara farz nai bnta k awaz uthain.. ?,1
5558,ye bhenchod crush ki story dekhne ke time mera net slow kyun ho jata heiiiii,0
5559, tere bina jeena jeena mumkin nh 😢,1
5560,beautiful tweet mayray dil ki baat ap nay ker di. thank u like 💔,1
5561,mere liye sana frst second asim becz he is gd nd nyc prsn #mahirakapappuparas ,1
5562,rt : bhenchod speed kam hogayi  namard salman khan  i want to b this trend is top in indiawide !,0
5563,akhrot maghz,0
5564,  hawwwwwwwn sorry yar time he nahi hota hai 😪,1
5565,buray hai kya atnay jo tum a na sakay milnay,1
5566, aap ke jwabo se pta chl rha he ke hum dono e vely he😂😂😂🥺,1
5567,lanati kuta,0
5568,ary koi hamin bhe muuh dhoo kr muh laga lo🙄 ;-; hr jaga larkiyon ki tweets pr zalzaly aye hoy hm larky kdr jain marjain hm? 🙄,1
5569,saali pehle jke sikh ban..sab sikhon ki maa mat ban. tere jaise harami jo khalistan mangte hai mar jao naak duba k. mere guruyon ne kabhi khalistan nahi manga..  apni taati jaisi soch apne pass rakh randi saali..  main bhi sikhni hun par teri soch sun k teri maa chodne ka man hai,0
5570,meri jaan hain aap  lahore qalandars 😍😂❤,1
5571,jinna wdda pagl utna hi logo ka brra hajoom ho ga us k ird gird akhta,0
5572,wo kutya asa nahi karag sir ji,0
5573, lagta hai teri maa randi hogi isiliye tu aise baat kar raha hai bhai thoda control kar sab theek hojayega  tujhe teri maa ke alawa dusre bhi milenge chodhne ke liye,0
5574,yawr aj pura din online ni ayi subho k ujaly me shout out krongi ab tou jin bhot v sogye hony😂ya khty ho tou abhi krdu🤔😂,1
5575,ye kutta halala ki aulad hai,0
5576, mene kaha me q btaon sab baten huh,1
5577,  sir party uss ke ha lekin punjab uss ka baap ka nhi ha ka wo tabah karwa da ga aik nikma banda ko lagwa kr,0
5578,   ye b hai prr ap ko pta nai hai farah ka😏,1
5579,bhenchod hidden hi rehna chahye tha. tb dil khol k jo dil mai ata tha atleast likh to sakti thi. ab likhun apna dil halka krny k lye to socha jaega i am seeking attention by writing stuff 😂,0
5580,abhe kr lia kr yar .kia masla ha tujhy ..😎 kaun bat nhi krta,1
5581,"sitting with uber driver at islamabad he was against the technological approach only because of the technology were made by ""yahoodi"". when i reach to the destination point i ask how much you burn the fuel? he click on the uber software and told me rs 247.🙄  ",1
5582, hum mary bh nai jarahy india se khelny k lye!,1
5583,hawww😱😱when i smell i feel like dying dil krta hy public place pe thehr k usy gali dun 😡 ,1
5584,saray beghairat mubarak baad day rahay hain. issi sei tumhari asliyat ka pata chal jata hai,0
5585,i also wish the western transgender movement stopped cultural appropriation of the terms cd and hijra from my culture. they are not the same thing! this is what causes #peaktrans for me,1
5586,tb e ma apny 3 card use kro ga,1
5587,chatni bhi rishte ma ha,1
5588,sala bhagoda leader har bar qom ko chod ke bhag jata ha lanati,0
5589,   shukar h ye judge ni bna😂,1
5590,#article6forptmleadership  goli merni chye sab ptm walo ko,0
5591,abhy kisi randi ki olad apni maa behn ky asaso ki fikkar kar kahi koi chura naa ly jye d chowk ki peedawar kutti nasal ky youthye,0
5592,block kr gaya bahanchod,0
5593,"aisi behki behki batain tunn ho k ho sakti hain or tunn 2 he tareko say hua ja sakta ha,  1. need 2. hooron wala teeka",1
5594,oye youthye kisi awara randi ke thook tomary bachon pay aur tera bapp zakat chore yahodi fund chore apni shkal rakh aur apny harami maa bapp pey lant behjh aur thoo teri maa pey jis ne tujy piyda kiya,0
5595,   bss bss etne v logic mat lgayo  etna tez hai to kl jhooth bola sana ko ki use bchaane vala tha  and sana ko kyun distract kiya,1
5596,rt : allah ta'lla apke bhai ko jaldi se sehat yaab farmaye ameen sum ameen ,1
5597,qadiyani pe lanat mirza khinzeer harami pe lanat.,0
5598,   kiun rastey my tum thi kia???,1
5599,lol happy bday bc everyday is the day to celebrate the legend that you are,1
5600, buhat khush hai kal raat ko baat hoi uss ka hans hans kay bura haal tha 😂😂,1
5601,wo mard ghairt k naam p sbse bary beghairt hoty h jo sirf aurt ko blame kry,0
5602,mufti vicki jaisay ulama is mulk ki bunyaden khokhli karna chahtay hain or khud yahoodi perokaar hain. allah in se hamen mahfooz rakhey,0
5603,rt :  issi jagah kisi ne aurat pe baat ki hoti dunya ne pagal ho jana tha. gandgi har jagah hai.,1
5604,asma ma'am kyu in munaafiqo par likhte hain aap. in saaray beghairto ne mil kar  awaam ko topi pehnai hai. khuda karay ye sab kuttay ki mout maray bharway saalay.,0
5605,"ye ahdees ksi book m nahi ha, sanad ka itbaar sa b zaeef ha ",1
5606,apke fikr ha baki sb mera kam hai😋😋,1
5607,good ans 🙊😂 wese aap ko betana bhe nahi chaye tha us ko,1
5608, jab sare haya march mein pohnch jaein ge toh iss march mein aurat march se bhe zeyad behayai hogi.,1
5609,ye kaun keha ka mp hai kutta hraamjada .gandhi kya eska baap legta tha,0
5610,rt : the whole fuckn weekend was spent doing rrs about my single life bhenchod,0
5611,yr us sy mjhy phly e khatra  tha or bc ny wsy e kia 😑,0
5612,rundi ka bacha teri behen ki phudi,0
5613, pyr ka red ink se kya link,1
5614," tere jaise kutte bhonkte hi rehte hai yhi tumhara kam hai bhonkte hi rhu, wig sambhal le aur sid ki dp se apne baap takle ko support mat kr bhonk kar 🤣🤣😂😂",0
5615,"hahaha bhul gai thi,mangoes b dekh lo ab 😂",1
5616,"you know.. here in malaysia, our prime minister organised an event to tackle the global ummah problem but he only called sunni leaders, and only addresses issue regarding rohingyan, gaza, syrian... uyghur and yemeni are pushed aside. shia too. much less ahmedi.  lmao.",1
5617,hn na bas dekh lo,1
5618,gashti aurat yeh pak foj ki jaga ha pehly tahreer tu parh leti har wqt bhonkti rehti ho .,0
5619,salo pe condoms khareedne ke aur beer peene ke paise.hai lekin 500 rs hostel ka nahi bhar sakte areee madharcho hum kya gandu thee jo 2400 rs deke hostel mai rehete thee. maro salo ko daura daura ke. randi ke bache 🤬🤬🤬 #jnuprotest #shutdownjnu,0
5620, r mazy k bat mra jism wo auratn krti hn jin pr thokta bh koi nae.,0
5621,aho ab khush e rehna tu b ladli ha ab kisi ki 😍🙊🤣,1
5622,ek hi baat hai meray khayal main..🙂😒,1
5623, last time ap sy kuch pocha tha ap ny ignore kr diya😪😪 mjhy lga bhool gai hn gi😐,1
5624,eski maa kaa halala afjal ne hi toh kiya tha tbi aaliya paida hui,0
5625,    dhoondhty phiry gy log k kabi dc hamza shafqaat hova krta tha islamabad may👌,1
5626,shona baby nh aye ga so jao 🤣,1
5627,hijra hae wo mara.... os se  bht piyari hae... maryam nawaz b os se behtr hae,0
5628, kis trf say?,1
5629,masla kia hai bharwe? 😂😂,0
5630,milny ki us ny hum sy ajjab shart rkhii hy kanton pr chal kr aao pr lahuu na niklay💘🔥 ,1
5631,  jnb agr koi achi bat ko share krna ghlt kam hy to hamen krny dijey. ap ko jo acha lgy ap wo karey. ap ki jtni soch ap ny utna he socha.  stay blessed.,1
5632,kutay harami bahir sy gari lainay chela gia tha or teray ultay dimagh main chutiyapa chelnay lg gia! ajeeb chawal hy kasam sy! phir tujhay call ni ki thi?,0
5633, abhi tak tou sahi ja rha agy ka pta nhi😂😂,1
5634,  ashaw chalo mazak nahi buss bhot ho geya flert 😂,1
5635, ye march ghalat h or jo liberal women kar rhi un k characters ka b pta h but mein un women ki bat kr rhi jo suffer kr rhi ye sub. or kitni choti bachio ka rape hua kiya un bachio ki marzi se hua unho ne touch krny dea kiya???,1
5636,abay saalay malboro nahi pee rahe light double o hai ye 🙄,0
5637,chup kr bharwe,0
5638,marwana nhi hona wo tera karobar hai dekh ghalti man chutiya oraat karwana hota hai call girl tu ab bole gi mai ghalat hai ab tu kaha manyy gi randi orat apni ghalati,0
5639,randi in mandi,0
5640,kiaaa parsal mil skta ha? bht bhook lag gai daikh kr,1
5641,waseem jahil baap se murad sirprast,0
5642,you think women need men to feel worthy? think again bhenchod 😘😘😘😘😘,0
5643,"kitni madarchod hai saali, agr jhute logon ko is desh se nikala jaye to unka ek desh ban jayega... #jnuvoilence",0
5644,apni taqreer bnd karain .jinky bachy hain onka pata karain kya gozar rahi hy on per .,1
5645,aur jaane de tharay se na ho paae ga. aur haan aasman ki taraf moonh kr k nahi thookna chahiye😝 baqi khud smajh ja,1
5646, ary ni wo to koi or tha,1
5647,o tweeter walo tum log sotey nai kia? ,1
5648, o hello ahad k baray main kuch mat kaho..😠😠,1
5649,ye sana bhenchod fake hai dogli sali......sirf #siddhartshukla ke dil se khelna chahti hai😣😤😤😤😤😠😠😡😡#wesupportsiddharthshukla,0
5650,"( for all the altafist ) aslam u elaikum , my dear brothers and sisters, gali tu mey aub bhe donga, kisi ka baap mujhko nahi rook sakta, gali deney ka aub yeah tariqa hoga, for example, g _ _ _ u ( gandu ) i hope you will understand, the policy of twitter is very hard",0
5651, dill hi jeet  liya baji  nadia  aap ne,1
5652, india daffa hu ja.. yahan kyon apni chudwa rahi ha ...,0
5653,  y she is nt getting the love she deserves? is she too naive? jo koi ata hai bol k chla jata hai,1
5654,sry guys pta nhi kyu asim sch me annoy ho ra bt kyu ho rha dont knw somebdy shud make him understnd ki usko funny funny act krna chahiye,1
5655,"rt : bhenchod im done,untargeted",0
5656,abi to aap ne kbi nhi manga thaa😱,1
5657,haan naaa bharwe,0
5658, pta nahi ksy kr lety hain log 😭😭😭,1
5659,why give nawaz sharif bond to a biggest lier in the world imran chore zakat khore yahodi destroyed pakistan and business of pakistan nation. ckickout imran from pakistan government and put to jail for the first time real accountability start in pakistan. naibe work only for pti,0
5660, zehr ki jga agr paisay mng leta tb hn nhi hni thi r ab dekh lo...😒😒😂,1
5661,bhaunk be,0
5662, kal baat karu? aaj toda nind aarahi hai. 😢,1
5663, wo insaan jaisa b tha jo b tha.  ab dunya mn nai hai to bra e mhrbani us k bary mn bury alfaz bolny sy prhaiz kren,1
5664,"i love 💕 you kyu bolte ho, sidha bolo na kuch din feelings ke sath khelna hai tumhari....😏",1
5665," filhaal to sirf establishment, jis ko ap nay mention nahi kia",1
5666,   mashallah aap ki soch 👍,1
5667,hahaha hr jga khud ko celebrity banana aap ...  chlo btaen road bnvaya k ni khan ne layyah ka ?,1
5668,"ye manhoos hinduon ki diwali k chakkar mai har jaga ki aur quality kharab hogai, bharwe",0
5669,i agreed but yar jesy he ik ny mun kholna ha fatway he fatway hongy yahodi agent or europe ka nizam riyasat e madina k name py ka aik bhut bara issue ban jaye ga.,0
5670,m c why  india lost  match ????? speak bhosari,0
5671,han chutiye phat gayi gaand??不?不?不?不?不?不?不?不?不,0
5672,vote ko izat do  vote ko izat do  vote ko izat do  hahahahahahahahahahahahahahahahahahahahahahahah  lant tery tay lant tery najaiz abbey donkey king kashmir frosh gandu lanti sazishi bayghart kanjar imran yahodi tay lant sari pti tay,0
5673,psl..lahore final mein..rana fawad apni team ko final mein dekh kr qabar mein sakoon asil krnay k lye chal basay..😃,1
5674,jazz waly itny harami hay yeh pkg ho jai tab bhi ni btaty aur balance khatam hony k baad btaty k ap internet begher bundle k istmal kar rai,0
5675,yahodi labib key god man paly bary afsos sekh bhi nhn pay dramay bazian,0
5676,rt : sid is more popular than salman hijra #evictasimriaz,0
5677,abe chutiye agr koi kuch bole to bjp supporter h wo?? tumahre jaise rande bne h politics aur journalism k liye,0
5678,q keya hua koi aur kar do keya ya khud beta de us ko kar deti hon,1
5679,menuu bandr bana ditta 😒😒,1
5680,"soch lo avi suggestions kon day ga, pictures insta size kon karay ga ratain jaag kar dukhray kon sunay ga phir aap kay??😌",1
5681,me nh download pe lgai hui ha😂😂,1
5682,aur yeah hijra #billorani kuch nahin ban sakta. 🤮 baray moun wali looti. 🙄 #bilawajabhutto #accidentalchairman #fakebhutto #abubachao,0
5683,oye gandi randi kay bachay! gao mout pee nikal yahan say bsdk,0
5684, lgta ap pe kuch zeyada he asar ho gia h mera jism meri marzi ka,1
5685,meri aik baat yaad rakhna apnay secrets friends ko kabhi ma btana  jeena haram kr dety hain yaar,1
5686,another qandeel baloch on list.,0
5687,ha ye to hai shuru se hi harami hai.,0
5688,bc mujhe laga modi be asli main tweet kiya hai 🤣🤣,0
5689,tumhara kaam sirf bhonkna hota hai. mufti our maulana app log barae-naam hai warna kaam yahoodi our shitaano wale hai. jaha mujhe chowk pay road band nazar aaya tou trust main tumhare kuty workers pay gari charha dou ga. mulk ko islam ki naam pay tum jaise shaitaano ny luta hai,0
5690, dil py lgi h ye bt😔,1
5691,dembele rundi ka bacha,0
5692,i think they are awake.. but job aur ghar chalane k chalte.. jo vo nhi karna chahte vo bhi kar rahe hai.. its sad but true,1
5693,bhai but wo bhenchod akki ko bich me gali dete hain chutiye,0
5694,abe bharwe tum hindu hi duniya k sub se bara atankwaz ho haramiyon bt krte ho hamare age tumhari country me hindu k elawa koi safe nhi he  tumhari country ka name isi liye  lynchistan he  isi king all the world,0
5695,abay chutia teri maa ka khasaam yaar hai wikki,0
5696,"fake account chootiay, bas kar do bhenchodo, 3rd class pakistanio",0
5697,rt : ye bajwa aur niazi 1 yahodi aur 1 qadiyani,0
5698,madharchod badavo ko hm pta nahi btate bahanchod,0
5699,no no ...... hindu na kah mujhe ........islam bura maan jayega .......kaafir kah kaafir...,0
5700,yar dusri id sy tag mat keya karo main ye id use karti hu 🤦  say no to  ✖️ say yes to  ✔️  🌚🌚😂😂,1
5701,tu dalla tha dalla h rahega bharwe,0
5702,ma*arch*d bina langot ka akhrot 😤,0
5703,  rhym to acha bna laitin ap pr bat glt ki aap my 🙄🙄,1
5704,  us din bol ri thi han me har gae ab bs krdo thk gae hu 😂😂😂,1
5705,allah aap ki hifazat kry.,1
5706,road par chalty huwy tere jis baap nay yeh bat boli thi uska content bharwe,0
5707, baz aja khan 😤😤 kisi kisi ka kam hota hai kazuya khelna sabke bas ki baat nhi😏😂,1
5708, tu aesi na banen,1
5709,sab yahin rehjayega bhenchod,0
5710,rt : no one  ammi: akhrot (walnuts) dimagh k lye achay hotay hain dekho unki banawat bhee aisee hai,1
5711,bharway gando kartarpur pakistan mai hai agar imran khan is ko nahi kholta tau tera baap teri maa ka yaar modi kaisay khol skta tha iss ko. bharway tere ami k ander modi ka sperm hai isi liay tuje nazar nahi a raha k kartarpur is in pakistan.,0
5712, ghreebo ka allah k siwa koi ni hota,1
5713,hm b kia yad karyn gy k hamary area ka cm of punjab laga tha aur hamary area k road aisy hain k patient diseases  ki wajah sy ni jumps ki wajah sy marr jata hai..tibbi taunsa road #usmanbuzdar,1
5714, no abhi aap follow krr lo😂😂😂😂 block ki jgah,1
5715,awam ko nufrit he ch nisar se ,1
5716,  beshak....  attitude suit karta jub aap inform honnn..,1
5717,  y to mt bolo celeb to tum ho,1
5718,"hum ek baar jeete hai,  or ek baar marte hai   toh bhenchod yh nhana baar baar kyo pdhta hai😑",0
5719,tum tu wo randi ho jo paisay b khud daiti ho agay samj jao. teri jaisi aurtein aurat naam ko kalang hai. buddi khosat.,0
5720,"aur aurat naray lagaye gi, uske chup rehnay se koi farak nai parna, uske ghar bethnay se koi farak nai parna, yes slogans can be improved, lekin march tab tak hogi jab tak ye rape cases aur harassment, domestic violence na khatam ho, aurat apne lye awaz nai uthaye gi to kon?",1
5721,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",0
5722, hahaha chill scene hai 😂 alehda alehda explain krna pd raha tha😂,1
5723,illegal weapon ko kya ghatiya remix kara hai ye bc.. saare lyrics ki maa chod di,0
5724, mery pas tum hu😂,1
5725,karachi kashmir tu bari bat hai aik inch b le k dekhao ap tumhari okat kia hai abhi nandan ko ro ro k manga tha k ni tum ne ase hi ab india ka bhi endia hone wala hai.kutya.,0
5726,zukam ny to bht haal kharab kr diya hai 😑,1
5727,lakh lanat tete insaaf per .sala boot palish judge .america aur yahoodi agenda pura kia tum haram khoron ne aur mulak tabah kar dia,0
5728,ye wohi molvi hy jis se milne k baad qandeel qatal hui the??   #hareemshah,1
5729,rt : kya boss tum to bare hi bc nikle,0
5730,apne behnoi ko aisa nahi kehtey. teri maa da yaa niazi moodi k jeetney ki dua maang raha tha bharwe !!! 😅😅😅😅,0
5731,ye main khwab dekh rhi hun kya 😂😂  mashaallah ❤  #lqvqg,1
5732,rundi sahafi,0
5733,aese aese bhen chod dangar bethey hean . kutey ki tara bhonk raha hy bc,0
5734, aisa nahi ho paye ga.,1
5735, sir main ap ka aur peshawar zalmi ka bahut bara fan ho hr sal peshawar zalmi ko support krta ho. 26feb ko #msvpz waly match main multan main ap sy milna chahta ho main ny tiket li hovi hy.. +923027423775 +923127850775 ,1
5736, me pehle bola k maryam ny apni power se kia jo b kia mujhe koi tension ni hy 😂,1
5737,"it's not babbling, it's truth.u don't hv any answer for this. na, seriously tell me, america bombed the afghanistan most in19 bt u can't utter a word against them. they killed thousand of afghanis.did cat got ur tongue?hr wqt pakistan ka rona roty ho jb k america ko kuch na kh sky",1
5738,wo teri maa hogi.. halala wali,0
5739," is mard-e-mujahid k bat bilkul theek hai. yahi alfaz salahudin ayyubi kay thay "" me europe me larna chahta hu or mery muslim bhai mujhy egypt say bahir nahi nikalny day rahy.",1
5740,oh my god we don’t. nobody misses her. bandr vargi ik dm juthi jayi!,0
5741,"what do vendors actually mean by ""vip kelaaa"" and ""vip akhrot"" i mean y do kelaas n akhrot get so much protocol?",1
5742,imran niazi beghairat insan he,0
5743,qk hum wait kr rahye hoty hain ap k msg ka🥺,1
5744, isi liye keh rhi within week jaky ly ana,1
5745,bro yeh jo mere pass tum ho drama tha jitna awam nay is pay tamsha aur rola machaya hai rona dhona it didn't deserve ,1
5746,jo un ko banana tha woh unho nai bana diya  aap baith kai rundi rona roti rahay hahahahaa,0
5747,yahoodi gulam imran chore zakat k harrami chamchay. saray harrami logown ka akath hay pti,0
5748,very beautiful hijra 😂,1
5749,bhenchod kehne se like kr le ga koi?,0
5750,theek hai agar aapne twitter pe aik trend chala diya. youtube literally say otherwise! 💚 #tayyarhain ,1
5751,charsi shareef,0
5752,teray nam pe kon roye ga barwiii ?ghasti?? ya randiiii tu subha uth k aoni chutt marwana tujhy kia tension hai phir jo teray khilaaf jana bhi chahy to nahi jaega,0
5753, ignore karti to abhi reply thori kar rhi hoti,1
5754,shia kaafir hai aur hum naam k musalmaan.,0
5755,teri maa ki chhut me hawa chodu hay pakistan ne bharwe maderchod,0
5756,  tareekh tum b parh lo.. jin k bary me tum bkwas kr rahy ho un ko hazoor ny jannat ki bsharat di hui hai unko jannat ka brry logon ka sardar kaha hun gai un k bary me farmaya hai k umar or abu bakar zameen pr mere 2 wazir hn.. unko siddique or farooq ka laqab diya hai,0
5757,unke dant se chane toot nhi rahe aur akhrot etc etc....😂,1
5758,muje to nai ati galiyan bc ko bhi bahut cute meaning samjta ho 😂😂😂🙈🙈🙈,0
5759,bhenki lodi saboot deeeeeee randi,0
5760,muslims were badly persecuted before hijra in makkah. i doubt they were travelling as far as india in those days. however i am genuinely interested if there is any authentic historical account available to support this claim. jazakallah,1
5761,tm panda male ya female lkin agr 1 dffa ar gaali nikli na to tmhare maa  baap b sochne lg jayega k kaash us raat jldi so jaty....samjh ayi na...,0
5762,  logic ay baat me😂😂😂,1
5763,14 feb ko roses ka stall laga lena acha business ha 😂😂,1
5764, 😅😅😉😝😜😛 kiyoun ap mere kia lagte ho jo ap mere dukh me dukhi ho jao??,1
5765,bc mujhe us ki wajah se ni.  wase  b psnd ha,0
5766,  bs ya kam hi na karo tu hi sahi h,1
5767, weldone khawaja sab,1
5768,say no to drugs. alhamdolillah. blessings from almighty allah ,1
5769, kuch wesy b rahen mushkil thi kuch mujhy mrny ka shoq b tha.. 🖤,1
5770,#stopauratbarbadimarch aurat ghr k andr hi achi lgti he yu sarkon par nikalna kisi bhi aurat ki izzat par daag lga skta he,0
5771, ye tm jo kh rhi ho ye tek h tm muslim ho tera mzhab tje ijazt dita h nnge sir vedio uplod krne ki muslaman orten kbi ye nara nh lga skti agr une apne rab pe yaqeeen h to.. phly apne greban me jhnko shem on u,0
5772,awais bhai please aaj promote kr dijye ga. main 100% followbacke deta hon.,1
5773,ager tumeh thik se tatti nahi hoo tu oskeliye bhi muslim zimmedar kuch bhi 😂 kab tak muslim muslim karke randdi rona ronge 😭,0
5774,2k20. ❌ 2kjanuary. ✔️  khatam hi ni ho raha yaar 😥,1
5775,  😂😂 me hi ko ni prh rhi thi,1
5776,rt : kia ghasti ka jism ha,0
5777,"you just can't read very well can you? i mean it makes sense given everything you've said has been childishly basic and dumb  but well done for letting the mask slip and show your arguments are rooted it bigotry, bhenchod 😉",0
5778,kismat hi kharab hai saali,0
5779,"christian beti ko usa choor ker bhag aya, 2 yahodi bety uk choor ker bhag aya, sisters ko mushi ki gundon sy pitny ki liye ghar per choor diya aur khud manika ki 5 bachoon wali pinki peerny bhaga li aur pakistan ko madina ki riyasat banaye ga 🤣🤣 niazi aur uski qaum e imrando 🤣",1
5780,"aur tum yaha kia kr rhii hu sara din dsro k tweet per retweet krna,  pta nahi gender bh thk ha ya fake ha😬",0
5781, gusay main ho medu appaaa?,1
5782,hindu sirf gooli ki zuban smjta ha,0
5783,😂😂😂😂foot gaye akhrot,1
5784,  ye dakhoo in k fan hony ka proof 🌚😂  sambhal kar rakha hai main ny 😂😂 ,1
5785,good reply to this hijra in his own language👍👍👍👍 ,0
5786,tumhara kia pata tum kis maal pe paley ho..or tumhari zehni haalat yeh hai k europe mai aida hone waley har insan ko yahoodi samajhtey ho..jahil admi uslam sirf akistan mai nahi puri dunya mai hai,0
5787, any answer on tts with fake identities of mian sab ??? pls share something about money trail of london properties of mian sab,1
5788,oey gashti deya  saleya nashiya wekh bebasi imandara diya,0
5789,jese aap bhaunk rahi ho jee,0
5790, rehny dy..itni tension na lia kar,1
5791,don't he so harsh jafar uncle will have halala of himself,0
5792, lambi break per thi 😂,1
5793,bosade ke.. people still gave their mandate to bjp,0
5794,"  ziada tar,happy ending he hoti hai kisi, bhi drama ki, meray pass tum ko k nahi hui nahi hui or pura pakistan ro raha tha.",1
5795,rt : ubsy apni snaps nhy lgaoungi bharwe troll krte hyn.,0
5796,bc lipsing k paisy leny hai unho ne,0
5797,woh tou bhenchod riksha chalate hain idher😭😭😭😭😭😭😭,0
5798,time pr so jaya kr bhenchod,0
5799,rt : ye baap- beti ki jodi hain( 18+ vale baap- beti)  #bb13 #biggboss13  #weareproudofyouasim,0
5800,bhot acha  allaha na aap ko tofeeq di hai to khul k asy logon ki help karain allaha aap ko aur nawazy gaa,1
5801,anyone jo crush k qabil ho?  🤷‍♂,1
5802, attention ni mil rhi,1
5803,"tm wohi student ho randi rona wali or akhir main kona pa bhat ka rona hain  99.99 aya hain, ya bc teacher 0.1 kyn kata hai sara gpa ki bund mar di hai.",0
5804,some one i love you❤ me:kyu?mai kyu?kya dekh lia mujh me?itne sare  log hai dunya mei tu mai he kyu ???,1
5805, bas ab ue tweet kar di hy dil toor diy🥺,1
5806,r legends hn woh jinho ne aik bar bhi support nhi kia lhr ko.. m also✨😂😂✋,1
5807,aye ga b nahi 😔 my ny paka irada kar lia hy ab,1
5808,"not surprised comment came from ahmedi. tbh, i won't be surprised when some christians will argue that they r included in muslim category too. just bcoz they believe there is only one god.",0
5809,ab shayad un chutiye khalistani randi ke pillo ko akal aayegi ki sardar india me road pr police ko bhi maar sakta h delhi me but pakistan me kaise maa chodte h minorites ki,0
5810,bc puri koshish kr rhe ki bukhe nange communist film ko jarur dekhe va banchod,0
5811,mere lund se brush kergi randi,0
5812,kiska akhrott hmmmm,1
5813,mery pas tum ho ka ost chal rha h pichy🧐 ,1
5814, yr scooby i iz ur frnd na suna kr🥺,1
5815,tw aik harami kutta hai.,0
5816,ye bata ganje to boht sare hain tera wala ganja baap konsa hai nikaal ke de ta ke isko ghaseetun,0
5817,"wish he had offered,and azad would have accepted . kch bawaal hi nhi rehta bc",0
5818, kabhi bff nai aap ko constant 2 hafty miss kraya hai? that shit hurts man,1
5819,heera mandi di awal darjy di gashti khan dy _____ nal adan da koi faida nhi,0
5820,din ko jo sojati hoon naw saath mein kya karon adat hai😂😂💔,1
5821, mar rahi hun kiya main tumharay follow k liye..😒,1
5822, 7:19  nahi dp nahi change karni 😂,1
5823,raat ko konse rishte ate h🌚 ,1
5824, lagta hai boht kuch sikha diya zindagi nay abhi sey 😂,1
5825,beghairat k bachy tera baap beemar hota or bahir k mulk ilaaj hona hota or tere baap se zamanaten mangi jati to tu bhi paisay bharta k jany do ya thora ghairat ka muzahira krta?? reply zroor krin agar baap ki aulad hai ✌🏻,0
5826,"i can’t ask ik, they aleady declarerd him ahamdi agent. he is of no use anymore. which one has more value? ik has to pick between yahoodi agent or ahmadi agent!!!! 😂😂😂😂😂",1
5827, saley  modi teri gand pe atom bomb pharen gy. 🇵🇰,0
5828, ajeeb sa song tha ais dafa koi,1
