,Tweet,Label,char_counts,word_counts,avg_wordlength,hashtag_counts,mentions_counts,digits_counts,clean_tweet
4068,time to change our anti-hijra bias,1,29,6,4.833333333333333,0,0,0,time change antihijra bias
4069,"tumhain dhania ka pata ho gha baabon ko pilao thora kam chut marain tumhari ,shakal se ab to randi lagny lag hai ho",0,93,23,4.043478260869565,0,0,1,tumhain dhania pata gha baabon pilao thora kam chut marain tumhari shakal randi lagny lag
4070,"sir aapka kutta bhaunk rha hai, please ghr le jaaiye isko.  ",0,48,11,4.363636363636363,0,0,2,sir aapka kutta bhaunk ghr jaaiye isko
4071,bohat bari chutia ho tum randi ho bohat bari ho,0,38,10,3.8,0,0,0,bohat bari chutia tum randi bohat bari
4072, bht purant tweet or bht purani baat 🤣🤣🤣🤣🤣 ab aise kuch nai lol,1,50,13,3.8461538461538463,0,0,0,bht purant tweet bht purani baat aise lol
4073,iske baad yehi log modi ji ko galiyan denge sarkar ki burai  karenge,1,55,13,4.230769230769231,0,0,0,iske baad log modi ji galiyan denge sarkar burai karenge
4074, han to jab bataya hay to lagna e tha pata,1,32,10,3.2,0,0,0,jab bataya lagna e pata
4075,apny ko follow kro fb mily ga😂,1,24,7,3.4285714285714284,0,0,0,apny follow kro fb mily ga
4076,tum larty thora ho bhenchodo,0,24,5,4.8,0,0,0,tum larty thora bhenchodo
4077,what's akhrot ?,1,13,3,4.333333333333333,0,0,0,s akhrot
4078,rt : fight back sana toh thik h fir bhi lekin ye people's choice rashmi kon trend kra rha h bc😂😂😂😂,0,78,21,3.7142857142857144,0,0,0,fight sana toh thik h fir lekin ye people s choice rashmi kon trend kra h bc
4079,chal na randi !  isko phansi hoi thi !,0,29,9,3.2222222222222223,0,0,0,randi isko phansi hoi
4080,abay saalay ka hi to bollywood ki stories se nikal aaya kr bc...,0,52,13,4.0,0,0,1,abay saalay bollywood stories nikal aaya bc
4081," iss pr thokney se thok khrab ho jaye, ye bazari aurat ki tra issi qism k alzam lga sacti.",0,71,19,3.736842105263158,0,0,2,iss pr thokney thok khrab jaye ye bazari aurat tra issi qism k alzam lga sacti
4082,teri maa ki kuss takly,0,18,5,3.6,0,0,0,teri maa kuss takly
4083, bili ko b ye log chain s n bethne dete 🤦‍♂️🤦‍♂️,1,37,11,3.3636363636363638,0,0,0,bili b ye log chain s n bethne dete
4084,lekin kuttay phir bhi bhonkte rahenge or karwan chlta rahega.,0,52,10,5.2,0,0,1,lekin kuttay phir bhonkte rahenge karwan chlta rahega
4085, ohhh ye to pakistaniyo ka sub se bara masla hai😁😂,1,40,10,4.0,0,0,0,oh ye pakistaniyo sub bara masla hai
4086,yahi azeem aurtain fasaad ki jar hain khud zulm sehti hain buzdil aur jub saas bunti hain tu 10 guna barhr k zulm kr k badla laiti hain gharo aur shadi jaise anmool insitituts ko barbaad inho ne kiya hai aur ahmaq mardo ki support ne,0,188,46,4.086956521739131,0,0,1,yahi azeem aurtain fasaad jar khud zulm sehti buzdil jub saas bunti 10 guna barhr k zulm k badla laiti gharo shadi jaise anmool insitituts barbaad inho kiya ahmaq mardo support
4087,gaand mara rhe hain saale... bc sidharth ke fans hain.. lekin rona dhona aur fakeee cheezen pasand hain inhe,0,90,19,4.7368421052631575,0,0,2,gaand mara rhe saale bc sidharth ke fans lekin rona dhona fake cheezen pasand inhe
4088,jb kitaab haath mein hoti thi jo neend ky jhonky aty thy abb jab kitabien ni hy toh neend bhe jaldi jaldi ana ni pasand krty,1,99,26,3.8076923076923075,0,0,0,kitaab haath mein hoti neend ky jhonky aty abb jab kitabien ni toh neend bhe jaldi jaldi ana ni pasand krty
4089,niazi is yahodi daboo,0,18,4,4.5,0,0,0,niazi yahodi daboo
4090, tm ny b to bna liya 😂,1,15,7,2.142857142857143,0,0,0,tm b bna liya
4091,bc konsi charas mar k baitha h tu? hme b bta de yar ek-aadh bande yaha b h unko b jarurt pdti h,0,73,23,3.1739130434782608,0,0,0,bc konsi charas mar k baitha h hme b bta yar ekaadh bande yaha b h unko b jarurt pdti h
4092,tu hi accept kar liya ki tu hijra hai 😊😉🥴😜😅,0,34,10,3.4,0,0,0,accept liya hijra
4093,esa jada jurr vote karna ea plz vote kar lo #voteforsana  #shehnaazgilll ,1,60,12,5.0,2,0,0,esa jada jurr vote ea plz vote lo voteforsana shehnaazgil
4094,tharki tu larkiyo ke ( hmmm) ka bhi reply krty ...😂😂😂,1,43,11,3.909090909090909,0,0,1,tharki larkiyo ke hm reply krty
4095,rt : parents: aagy kya parhna ha? me: nikkah,1,36,9,4.0,0,0,0,parents aagy parhna ha nikkah
4096,sab randiya ha jo gandagi faila rahi society me,0,39,9,4.333333333333333,0,0,0,sab randiya ha gandagi faila society
4097, don't forget main ny abhi kaha jb loyality b a jaon to or kuch ni daikhta😂,1,59,16,3.6875,0,0,0,nt forget abhi kaha loyality b jaon ni daikhta
4098,"randion ko lagta hai, due to their profession, every thing is free.  police bhi door rahti hai unse, unko kya khona hai?",0,98,22,4.454545454545454,0,0,4,randion lagta profession thing free police door rahti unse unko khona
4099, mery pass tum ho..💔🔥😭,1,18,4,4.5,0,0,1,mery pass tum
4100, ham laanat send karty hain aisy channels per orr un k supporters per. krq nay bilkul sahee kia.  aurat mard ko sar e aam gali dey tu koi masla ni. mard jawaaban kuch kahy tu badtameez. q?,0,150,37,4.054054054054054,0,0,4,ham laanat send karty aisy channels orr k supporters krq nay bilkul sahee kia aurat mard sar e aam gali dey masla ni mard jawaaban kahy badtameez q
4101,pti dharna se kuch time qabal rahim yar khan mai he oil tanker mai aag lagne ka waqia how tha jismai 125+ log apni jan se hath dho bethe the yad aya pppp k for mai baldia factory mai zia dor mai ojhri camp ka waqia kya aap in sab ko ahmaq kehna pasand karen ge. plz reply,1,214,58,3.689655172413793,0,0,2,pti dharna time qabal rahim yar khan mai oil tanker mai aag lagne waqia jismai 125 log apni jan hath dho bethe yad aya p k mai baldia factory mai zia dor mai ojhri camp waqia aap sab ahmaq kehna pasand karen ge plz reply
4102, oh toba astaghfar! shukar gai aap k wala islam ni parha. warna aisa damagh hota hota to main dewaar me maar deta....kidher nikal gyi hai yar awam,0,119,27,4.407407407407407,0,0,2,oh toba astaghfar shukar aap k islam ni parha warna aisa damagh dewaar maar deta kidher nikal gyi yar awam
4103,  ma mazaq krr rh tha😐😐😐,1,18,5,3.6,0,0,0,ma mazaq krr rh tha
4104,bhai wo sb thik hai lekin aurat ki izat krna seikho. apny ghr b aurtain hongi unko b yhi khty ho?,1,77,21,3.6666666666666665,0,0,1,bhai thik lekin aurat izat seikho apny ghr b aurtain hongi unko b yhi khty
4105,chup rah sali urban naxal randi,0,26,6,4.333333333333333,0,0,0,chup rah sali urban naxal randi
4106,pani ko bachana hy apna farz nibhana hy,1,32,8,4.0,0,0,0,pani bachana apna farz nibhana
4107,  ye molana muavia azam sahib ka real id nai hai.....,1,42,10,4.2,0,0,1,ye molana muavia azam sahib real id
4108, api apne block kia tha tb se,1,22,7,3.142857142857143,0,0,0,api apne block kia tb
4109,"behan.. humra tu rishta nhi a, skta russia sey.  hum tu isi trash se shadi kary ga  😂",1,66,18,3.6666666666666665,0,0,3,behan humra rishta nhi skta russia sey isi trash shadi kary
4110, mujhy kiya pata ab..🤣🤣,1,19,4,4.75,0,0,1,mujhy kiya pata
4111,bahanchod tiktok wale sab desh ko  barbad kar dege sala tiktok dekh sab actor ho gaye,0,69,16,4.3125,0,0,0,bahanchod tiktok wale sab desh barbad dege sala tiktok dekh sab actor gaye
4112,mian ten years iss jumat ke sath rha hoon  na kam na kaj ke ...... ,1,51,15,3.4,0,0,1,mian years iss jumat ke sath hoon kam kaj ke
4113,"abey yrr🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️ bhen chod un becharo k faces saaf aa rahe hain is video me,chalo maan lete hain ki theek hai ek bar ko wo public me kiss karre hain ye galt hai  par fir bhi ye jo video bana raha hai is bhosadiwale ko record karne ko thodi bola hai kisine ye ku apni ma chuda raha h",0,230,59,3.8983050847457625,0,0,1,abey yrr bhen chod becharo k faces saaf aa rahe video chalo maan lete theek ek bar public kiss karre ye galt fir ye video bana bhosadiwale record karne thodi bola kisine ye ku apni ma chuda h
4114,  kuch to majbooria rhi hongi youn koi bewafa ni hota,1,42,10,4.2,0,0,0,majbooria rhi hongi youn bewafa ni
4115,rt :  muthal muthal muthal 😂😂🤣 acha sory,0,32,8,4.0,0,0,0,muthal muthal muthal sory
4116,aisi ghatia aurat hai na tu gero tu azlon ka begairat jai sath tu v,0,53,15,3.533333333333333,0,0,0,aisi ghatia aurat gero azlon begairat jai sath v
4117,ya to randi h inka kya ya kuch  bhi ker shakti h,0,36,12,3.0,0,0,0,randi h inka ker shakti h
4118,here a war began you need to strong and donot be foolish like 😂,1,50,14,3.5714285714285716,0,0,0,war began need strong donot foolish like
4119,fasla islie rakha mn ny  wo qareeb tha har kisi k,1,38,11,3.4545454545454546,0,0,0,fasla islie rakha mn qareeb har kisi k
4120,the guy whom i was crushing on last year is getting married next year like bhenchod you're 23 kya tereko shaadi karna hai,0,99,23,4.304347826086956,0,0,1,guy crushing year getting married year like bhenchod re 23 tereko shaadi
4121,woo punjabi teri  maa ka chut bharwe begharat india ke najaywz awlad,0,56,12,4.666666666666667,0,0,0,woo punjabi teri maa chut bharwe begharat india ke najaywz awlad
4122, bro... rt krna hoty wo nhi hota hum sy... hn koshish kru ga apka # tag use krne ki🙏,1,65,19,3.4210526315789473,1,0,2,bro hoty nhi hn koshish kru apka tag use krne ki
4123,"ullu ka pattha, is ke baap ka raaj hae, india aur israel ke sheh par bakwaas kar raha hae, itni ahmaq qoom hae, jin ko samajh nahe arahi ke yeh pakistan ko gher mustehkam kar raha hae, bhutto mar gaya, benazir mar gaye kuch nahe howa mulk ko, fariq karo is ko bhe. pakistan first.",0,226,55,4.109090909090909,0,0,9,ullu pattha ke baap raaj hae india israel ke sheh bakwaas hae itni ahmaq qoom hae jin samajh nahe arahi ke pakistan gher mustehkam hae bhutto mar benazir mar gaye nahe howa mulk fariq karo bhe pakistan
4124,hahaha ❤️ arry ap bhi na 😢 rula diya,1,28,9,3.111111111111111,0,0,0,hahaha arry ap rula diya
4125,muh se akhrot nhi tod sakti ye aur g se todne chali😜,0,41,12,3.4166666666666665,0,0,0,muh akhrot nhi tod sakti ye g todne chali
4126,yani aj tu apni maa chuda to gaye mujhsy ab us ko katal karnay ja ri hai or uska nick name bhi tu le rahi hai apni pyarii mommy ka namely randi ki pilli ka wah aj khuda bhi uski utha lega in sha allah usko teri jesi olaad denay k baad😂,0,184,52,3.5384615384615383,0,0,0,yani aj apni maa chuda gaye mujhsy katal karnay ri uska nick apni pyarii mommy randi pilli wah aj khuda utha lega sha allah usko teri jesi olaad denay k baad
4127,rt :   aap ke baap ka bill aata hai?,0,26,9,2.888888888888889,0,0,0,aap ke baap aata
4128,bhenchod madarchod 🤡,0,18,3,6.0,0,0,0,bhenchod madarchod
4129, meri apni ho jaaye baad mein aap logun ka number aaye ga..😂😂,1,49,12,4.083333333333333,0,0,1,meri apni jaaye baad mein aap logun number aaye
4130,muthal sy yad aya kese hain ap :d,0,26,8,3.25,0,0,0,muthal yad aya kese ap d
4131,yahoodi islam ka sabse bada dushman hai isliye yahoodi par kabhi vidhwas nahi karna chahiye,0,77,15,5.133333333333334,0,0,0,yahoodi islam sabse bada dushman isliye yahoodi kabhi vidhwas nahi chahiye
4132,akhrot kya hota hai,1,16,4,4.0,0,0,0,akhrot
4133,sharifon ka jo aitbaar kray ga bohat bara ahmaq hoga.,0,44,10,4.4,0,0,1,sharifon aitbaar kray bohat bara ahmaq hoga
4134,bhenchod nahi hai woh netflix ya prime pe,0,34,8,4.25,0,0,0,bhenchod nahi netflix prime
4135,finally bajwa is caught with his pants down...bajwa is an ahmadiya.,0,57,11,5.181818181818182,0,0,2,finally bajwa caught pants bajwa ahmadiya
4136,"abū ishāq said, if you come to learn that a rich man became poor, believe it. if you come to know that a poor man became rich, accept it. if you learn that a living person died, believe it, but if you learn that a foolish(ahmaq) person became intelligent(aql), do not believe it.",1,227,53,4.283018867924528,0,0,9,abu ishaq said come learn rich man poor believe come know poor man rich accept learn living person died believe learn foolish ahmaq person intelligent aql believe
4137, ni chahy ab 😭😭😭,1,12,4,3.0,0,0,0,ni chahy
4138,abhy dhakan aqal k andhay gor se dekh lo umer bin abdul azeez ka likha ha jis bewaqoof ko umer bin khatab or umer bin addul azeez me faraq ni pata wo aya daleelein mangny or behas krny  (wapis wohi cheez ki jati ha jo cheeni ho),0,181,47,3.851063829787234,0,0,0,abhy dhakan aqal k andhay gor dekh lo umer bin abdul azeez likha ha jis bewaqoof umer bin khatab umer bin addul azeez faraq ni pata aya daleelein mangny behas wapis cheez ha cheeni
4139,"kaam woh sikhon aur hindos k liay kr rahay hain aur kehna “yahoodi agent”ye he zehni pasmandgi patwarion ki.khan aik azeem leader hay,chhor nahin.",1,123,24,5.125,0,0,3,kaam sikhon hindos k liay kehna yahoodi agent ye zehni pasmandgi patwarion kikhan aik azeem leader chhor nahin
4140,"ye usman dar total jaahil ,,,,ahmaq hae,,,,,we are proud of our brave pashtun brotherns",0,74,14,5.285714285714286,0,0,2,ye usman dar total jaahil ahmaq hae proud brave pashtun brotherns
4141,bhanja ha 3 saal ka,1,15,5,3.0,0,0,1,bhanja ha 3 saal
4142,tum samne na aya kro mujhy char jati ha tumhari khushbu,1,45,11,4.090909090909091,0,0,0,tum samne aya kro mujhy char ha tumhari khushbu
4143,ap ko asal bt ka nhi pta is liye ayese keh rahi ho asal logon ko saza ab milny lagi hai aur ptm un me se aik party hai jise bohy pehly saza deni chahiye thi,1,121,36,3.361111111111111,0,0,0,ap asal bt nhi pta ayese keh asal logon saza milny lagi ptm aik party jise bohy pehly saza deni chahiye
4144,aur teri maa ka yaar lagta hai....kash k wo condom pehen leta to tumaray jaisi chawal na wajti.,0,78,18,4.333333333333333,0,0,2,teri maa yaar lagta kash k condom pehen leta tumaray jaisi chawal wajti
4145,"1. sunni, shia, ahmadiya are examples i don't care if christianity has more sects, it doesn't take away from my point  2. sure you did 😊 this is getting boring take care and good night ✌️,2019-06-12 11:29:58,alien mothership 🛸",1,187,39,4.794871794871795,0,0,11,1 sunni shia ahmadiya examples nt care christianity sects nt away point 2 sure getting boring care good night 20190612 112958 alien mothership
4146,aapne bhi kia tha vada kuch naukri ka? kya hua uskam,1,42,11,3.8181818181818183,0,0,0,aapne kia vada naukri hua uskam
4147,bilkul jisy dekho larkiyon ka randi rona 😆,0,35,8,4.375,0,0,0,bilkul jisy dekho larkiyon randi rona
4148,thank you bro.... allah aap logon ki aankhaain jald khool de.... phr hm lannat bhejny k bajaye roz khud pr bhejogay k kash mainay ptm ko support kiya hota....,1,130,29,4.482758620689655,0,0,3,thank bro allah aap logon aankhaain jald khool hm lannat bhejny k bajaye roz khud pr bhejogay k kash mainay ptm support kiya
4149,zalimo koi hmy b s/o dy do k hmary sath koi dushmni hai....😥😥,1,49,13,3.769230769230769,0,0,1,zalimo hmy b so dy k hmary sath dushmni
4150,apko bhi ledongi kya yaad karo gay😂😂,1,30,7,4.285714285714286,0,0,0,apko ledongi yaad karo gay
4151,"bhai aj e mgwai hy onlin bhenchod do mgwai thi large ek kutti ki bchi choti nikli h ye puri ai h, edy nal e sardiyan kadniyan ny hun mary bndy an",0,114,32,3.5625,0,0,1,bhai aj e mgwai onlin bhenchod mgwai large ek kutti bchi choti nikli h ye puri h edy nal e sardiyan kadniyan mary bndy
4152,bhen k lode charsi pagal ho gaya kya matharchod????,0,43,9,4.777777777777778,0,0,0,bhen k lode charsi pagal matharchod
4153,  doob k mr jaa,0,10,4,2.5,0,0,0,doob k mr jaa
4154, hum sirf kisi ik ko hi bewafa nahi keh sakty kabhi larkiya tu kabhi larky hoty hai,1,66,17,3.8823529411764706,0,0,0,sirf kisi ik bewafa nahi keh sakty kabhi larkiya kabhi larky hoty
4155,  wesy main pti ka supporter hun lekin is main sida sidha shabaz shrif ko badnam kia gaya hay..main yeh nai kehta k us nay sharab nai pee... lekin is baaat ki surety hay k yeh table shabaz sharif ka nahi hay wo pictures banany aaaya tha...,1,192,46,4.173913043478261,0,0,3,wesy pti supporter lekin sida sidha shabaz shrif badnam kia kehta k nay sharab pee lekin bat surety k table shabaz sharif nahi pictures banany aya
4156,good question.... we have to ask these questions n also teach our children. verna haal hamari young n modern youth ko dekhna ho to bol tv ka champion show dekh loo jis mn unko islam ka kuch bhe nhe pata. lkn wo sab musalman hain.... 😭😭😭,1,191,46,4.1521739130434785,0,0,4,good question ask questions n teach children verna haal hamari young n modern youth dekhna bol tv champion dekh loo jis mn unko islam bhe nhe pata lkn sab musalman
4157, tu kya smjhta bichar kr bikhar jaoga dekh ye me hu mjhe smbhalna atta he,1,58,15,3.8666666666666667,0,0,0,smjhta bichar bikhar jaoga dekh ye hu mjhe smbhalna atta
4158, kuch ni kuch ni,1,12,4,3.0,0,0,0,ni ni
4159,  darane wali tasveer ye hai nilesh babu. ,0,33,7,4.714285714285714,0,0,1,darane wali tasveer ye nilesh babu
4160,bc saanp k andeyy khaney wali lag rhi hai oh sorry lag rha hai bc sakal me bhi confusion ho rahi hai sayad akko pe jo gyi hai😂😂😂,0,101,28,3.607142857142857,0,0,0,bc saanp k andeyy khaney wali lag rhi oh sorry lag bc sakal confusion sayad akko gyi hai
4161,"woh toh hum logon ne parliament me dekh hi lia tha. jab amit shah said,  owaisi tereko sun na padega during 370 discussion. waise owaisi jaise logon hai kaun be. aaj tak kuch kar paya hai. sirf bhaunk tha hai.",0,169,40,4.225,0,0,7,toh logon parliament dekh lia jab amit shah said owaisi tereko sun padega 370 discussion waise owaisi jaise logon kaun aaj tak paya sirf bhaunk
4162,baap ko bhej tere baas ki baat nahi,0,28,8,3.5,0,0,0,baap bhej tere baas baat nahi
4163, zakooota jin lg rha h mang k glasses pehn'ny wala😂,0,41,10,4.1,0,0,0,zakota jin h mang k glasses pehnny wala
4164, oh tu bas yunhi thora thora sa kanp rehi thi 😥😔,1,37,11,3.3636363636363638,0,0,0,oh bas yunhi thora thora sa kanp rehi
4165,ye sa**i toh pakka kisi halala ki paidaish hai,0,38,9,4.222222222222222,0,0,0,ye sa toh pakka kisi halala paidaish
4166,"twitter pe khawateen intehai kam jub k mard hazraat ki ta'daad bahot zyada hy, iski koi khas wajay ???",1,84,19,4.421052631578948,0,0,1,twitter khawateen intehai kam jub k mard hazraat tadaad bahot zyada iski khas wajay
4167,boht hi lanati hoo tm wase miss hareem ki jaga tmhara name haramzadi hona cahiya tha or lagta tmhen pada karne ka lia tmhare baap na pig khaya tha,0,118,29,4.068965517241379,0,0,0,boht lanati hoo tm wase miss hareem jaga tmhara haramzadi hona cahiya lagta tmhen pada karne lia tmhare baap pig khaya
4168,   tu de to sahi 🙂  jan churwani mushkil ho jani teri phr 😌😂  na cherr malanga nu,1,60,17,3.5294117647058822,0,0,0,sahi jan churwani mushkil jani teri cherr malanga nu
4169,"hijra kya, kucch bhi banaa doh; bas ek baar cm ki kursi pe bitha doh",0,54,15,3.6,0,0,1,hijra kucch banaa doh bas ek baar cm kursi bitha doh
4170,nhi nhi 😂i'm not that nashai or kinda charsi chic,1,40,10,4.0,0,0,0,nhi nhi i m nashai kinda charsi chic
4171,haraam khoor...kahan ki baat kahan le jaty ho...beghairt admi ho tum,0,58,11,5.2727272727272725,0,0,2,haraam khoor kahan baat kahan jaty beghairt admi tum
4172,kuch nhi bs ye bta do ye aman agha ap ka really mae friend ha.  🤔,1,49,16,3.0625,0,0,1,nhi bs ye bta ye aman agha ap mae friend ha
4173,actual bilawal hijra sold her mother principles by standing with diseal mullas,0,67,12,5.583333333333333,0,0,0,actual bilawal hijra sold mother principles standing diseal mullas
4174, koi na ma hun na agr unho ny mara tujhy to ma baxhany ki try kru gi😂😕,0,53,17,3.1176470588235294,0,0,0,ma agr unho mara tujhy ma baxhany try kru gi
4175,mere se bhi fadwalo ek bar apna chut,0,29,8,3.625,0,0,0,mere fadwalo ek bar apna chut
4176,your tweet shows that qadianis are really kaafir,1,41,8,5.125,0,0,0,tweet shows qadianis kaafir
4177,nhi apk haqeeqi kirdar koi kuch nhi keh raha.. bs meri ek choti c bat ka jawab dy den wo ye keh es daramon or filmon sy hamari new generation ko kia sabaq mily ga??? q k bacha bacha mery pass tum ho ko ly k mutasir he...,1,173,48,3.6041666666666665,0,0,2,nhi apk haqeeqi kirdar nhi keh bs meri ek choti c bat jawab dy den ye keh es daramon filmon hamari new generation kia sabaq mily q k bacha bacha mery pass tum ly k mutasir
4178,apni maan k name pe be chona laga gya bilawal hijra,0,41,11,3.727272727272727,0,0,0,apni maan k chona laga bilawal hijra
4179,what the hell 😡😠😠 tu bi us ghashti bhenr chod begairat aurat ki baton me a gaya,0,63,17,3.7058823529411766,0,0,0,hell bi ghashti bhenr chod begairat aurat baton
4180,saali sahiba! aapke liye hum qurbaan ho jayenge par aap par aanch nahi aane denge,1,67,15,4.466666666666667,0,0,0,saali sahiba aapke qurbaan jayenge aap aanch nahi aane denge
4181, engrezo ko dekh lo,1,15,4,3.75,0,0,0,engrezo dekh lo
4182, bhai kisi doctor ko dikha... tujhe psychiatrist ki jarorat hai... shaheen bagh ja k unki baatein tu sun.... khoon nikal ayega kaan se... saale anti national #rambhaktgopal  #lekerrahengeshaheenbagh  ,0,169,28,6.035714285714286,2,0,4,bhai kisi doctor dikha tujhe psychiatrist jarorat shaheen bagh k unki baatein sun khoon nikal ayega kaan saale anti national rambhaktgopal lekerrahengeshaheenbagh
4183,wha deepika now favorite in pakistan army  kutiya ab to sharm kar desh ko badman mat karo randi,0,77,18,4.277777777777778,0,0,0,wha deepika favorite pakistan army kutiya sharm desh badman mat karo randi
4184,rt : *me in market with my mom* bestfriend: hor bhenchod kidda,0,51,12,4.25,0,0,0,market mom bestfriend hor bhenchod kidda
4185, stop aurt march currupt media industery khlill ul rehman zindaabad,1,57,10,5.7,0,0,0,stop aurt march currupt media industery khlill ul rehman zindaabad
4186,chal bhadwe ki nasal. cheaters.  bandh karo apna dukaan.,0,47,9,5.222222222222222,0,0,3,bhadwe nasal cheaters bandh karo apna dukaan
4187,tum jesi rundi ka bacha kia hoga ? bechare ko sari zindagi rundi ke bache ke thane sunne parrenge,0,79,19,4.157894736842105,0,0,0,tum jesi rundi bacha kia hoga bechare sari zindagi rundi ke bache ke thane sunne parrenge
4188,baher se haji andr se harami😡,0,24,6,4.0,0,0,0,baher haji andr harami
4189,maro bc ko,0,8,3,2.6666666666666665,0,0,0,maro bc
4190,laanat ho trum aor ise ke sath himyat me jo bhi mumalik hen,0,47,13,3.6153846153846154,0,0,0,laanat trum aor ise ke sath himyat mumalik hen
4191,aisa to h ni ki bhen ko chocolate ka pta chljae or vo chocolate ko aise chod de,1,62,18,3.4444444444444446,0,0,0,aisa h ni bhen chocolate pta chljae vo chocolate aise chod
4192,looking for crush 14th feb k liye h sahy 😂 😔,1,34,11,3.090909090909091,0,0,1,looking crush 14th feb k h sahy
4193,yahoodi daboo imran chore zakat khore yahodi agents both are bajwa and imran destroy pakistan ajenda.,0,86,16,5.375,0,0,1,yahoodi daboo imran chore zakat khore yahodi agents bajwa imran destroy pakistan ajenda
4194,randi retweet ka option disable kr diye....bc 😂😂,0,41,8,5.125,0,0,1,randi retweet option disable diye bc
4195, yar pata nh kahn paye jaty hn asy shohar,1,32,9,3.5555555555555554,0,0,0,yar pata nh kahn paye jaty hn asy shohar
4196,bs iski kamii thi😭😭 ,1,16,4,4.0,0,0,0,bs iski kamii thi
4197,   inki ainkain purani han jo utar nahi sakteen.need total transplant,1,57,10,5.7,0,0,1,inki ainkain purani utar nahi sakteenneed total transplant
4198,aisae jooth hi pakistan kae hisa mien hien kuch lanati kirdar london ghom rhae baqi yahn bhonk rhae hien,0,86,19,4.526315789473684,0,0,0,aisae jooth pakistan kae hisa mien hien lanati kirdar london ghom rhae baqi yahn bhonk rhae hien
4199,ok to aur tez bhaunk kutte kal k khane ka jugaad ho jayega zahil #lehan ke baudey,0,65,17,3.823529411764706,1,0,0,ok tez bhaunk kutte kal k khane jugaad jayega zahil lehan ke baudey
4200, dur nahin lagta aisi sunsan jagah per?,1,32,7,4.571428571428571,0,0,0,dur nahin lagta aisi sunsan jagah
4201, bakwas lg rha hai jab se yh connections aye hai.. so crowded,1,49,12,4.083333333333333,0,0,1,bakwas jab yh connections crowded
4202,  ye tou ho ga ab 😀😀,1,13,6,2.1666666666666665,0,0,0,ye
4203,"rabwah mein aik case tha , jisko sun k yaqeen nhi kia karti thi ab yaqeen aa gaya ahmdi b poore poore shamil hain race mein 👏👏",1,100,27,3.7037037037037037,0,0,1,rabwah mein aik case jisko sun k yaqeen nhi kia karti yaqeen aa ahmdi b poore poore shamil race mein
4204,ka jri ur rundi ka bacha tuje paida jerne waali ka phudaaa,0,47,12,3.9166666666666665,0,0,0,jri ur rundi bacha tuje paida jerne waali phuda
4205,comment section mein bhaunk tu raha tha har gali khane wala kam bhi to nahin kiya hai samjha chutiye,0,82,19,4.315789473684211,0,0,0,comment section mein bhaunk har gali khane kam nahin kiya samjha chutiye
4206, mzak kia tha 😎😎😂😂,1,14,4,3.5,0,0,0,mzak kia
4207, sahe kha ma to to galat he socha tha hahaha,1,34,10,3.4,0,0,0,sahe kha ma galat socha hahaha
4208, pata nhi is ne daikhiii konsi wali hoorain hain 😜😜,1,41,10,4.1,0,0,0,pata nhi daikhi konsi wali hoorain
4209,abey chal chal gandu arastu iqbal haramkhor nawaz harami k bharwe tjsy kisi ne raa'ey li chutiye jaa k apne panama wale baap nawaz ganjey ka pajama badal aur us ganjey manhoos ko qatri air ambulance m bitha k dafa kar taa'k is mulk pakistan se manhoosiyat ka saaya door ho 🖐🏿🖐🏿,0,226,52,4.346153846153846,0,0,0,abey gandu arastu iqbal haramkhor nawaz harami k bharwe tjsy kisi raaey li chutiye jaa k apne panama wale baap nawaz ganjey pajama badal ganjey manhoos qatri air ambulance m bitha k dafa taa k mulk pakistan manhoosiyat saaya door
4210,   hahahahahaha mian sb malike kul is party k,1,35,8,4.375,0,0,0,hahahahahaha mian malike kul party k
4211, tu wapis aa pakistan😂,1,18,4,4.5,0,0,0,wapis aa pakistan
4212,dhoka khane k baad oska aitbar uth jata haa sbsee or dosre mard mai b interest ni rehta...ku k aurat jism k ley ni chahti jbk mard jism k ley chahta😌🙂,0,120,31,3.870967741935484,0,0,1,dhoka khane k baad oska aitbar uth haa sbsee dosre mard mai b ni rehta ku k aurat jism k ley ni chahti jbk mard jism k ley chahta
4213,tu ham konsa kaafir hain kehny say koi kaafir tu ni hota  her insaan ko allah nay deen e fitrat pay paida kiya hai 😄,1,91,25,3.64,0,0,0,ham konsa kaafir kehny kaafir ni insaan allah nay deen e fitrat pay paida kiya
4214,tu agar pakistani hai aur muslim hai apna dikha nahin to main manunga to hijra hai 😂😂😂😂,0,71,17,4.176470588235294,0,0,0,agar pakistani muslim apna dikha nahin manunga hijra
4215,"love that word ""bhenchod""",0,22,4,5.5,0,0,0,love word bhenchod
4216, allah sb ko apne aman main rkhy ameen.,1,31,8,3.875,0,0,1,allah apne aman rkhy ameen
4217, cheen to ni sktay par jo gham day jataya hai na wo khush ni rehnay detay🌝,1,58,16,3.625,0,0,0,cheen ni sktay gham day jataya khush ni rehnay detay
4218,mazboot banane walle itna arsa bera gharaq nahi karte ab khel khatam ho chuka he... #gameoverselected,1,86,16,5.375,1,0,1,mazboot banane walle itna arsa bera gharaq nahi karte khel khatam chuka gameoverselected
4219,  uff bizti jai ni ho gi,1,17,6,2.8333333333333335,0,0,0,uff bizti jai ni
